Business_reviews,Amount
Tuzyf8Z-R_i661AeJAc9QQ,5
j9YkV3Rw74YKXABDk7IALg,5
OWFd4hdhusNeCgQTe8HU9g,5
wQf78vrInvyAejqNVwwxnA,5
htK289P8_5AhuTGM99tlUA,5
tp3UdfLFPSeO0V9jEluMqQ,5
Nu3GVr5PI2CFN8fsQ9U-6Q,5
Z4B6wQfzRUVqwokyJO5Ycw,5
sy8DcpVYgbDBFp-wujWhsg,5
ZR7jsiG-jZHSIgegdKN-qA,5
QPGLfJ2xG8W9q2INt8y6sg,5
vROChamOxcbYNfaBXs-TjA,5
6-rb6dbyGqZ-NrZdO6jAqg,5
hSNhbzx5jq1FzKKjwx-LBg,5
GjIrACD94jr8_6i7ZKCCyg,5
i42B8edSEaOlAp4MljuG2w,5
mmiq9RX_N-Ei5dXpdEGFUA,5
vvzaHiu4xYOABIlLXAGLzw,5
x5RQogP-uQrhW0cFRkZuPQ,5
z7Wx0j1ME-EFvpxKDxFclQ,5
fdz-oygJtfawEhjar38pzQ,5
2FR-xWttfR8qaODqcuExvw,5
igJyD_9wL3UwAFnO7ApHog,5
KbF43BrgSrCiPgaisFN79A,5
c9X-QOALKe_k2-PbzXeJCQ,5
lR2wHFiqVNWuPgWJXgx4sw,5
eRa4aOztXDs0px7bUakoVQ,5
JtKCdcXdx4maHmqqU8jAhw,5
zfdytD6RrAdHQZLYfL7ORQ,5
HLiEkWfZhMN-EWGDOUQCLQ,5
UpH3z4S2Ty_-bcFisJK3cg,5
xRQhHiz9Vewp9YV1Jx_GhA,5
jfKruFFrwE3vBWxaik2X7g,5
9UV4BbLXhmnY3WgkcZgMVg,5
qJsbIEtjZfQKVC2viOWn4A,5
2tIQ0_Xubw7zqnwu1FCfGA,5
Jxz6U_OAGGdVlSE5CwILBQ,5
omaoTuxaVMPCxDkclaF2xA,5
bwypejsiWgNb1rmDod69fQ,5
3AjE3ncLXaLz26_hAC0Xrg,5
Up4Oz02uJpO1GqIB9aZVjA,5
bsURJ0e03KYrFfkvU_iznA,5
XTzgVbLPxh4MGsltYIueCw,5
-YC81xKbSenKaCrtFZpRfQ,5
sG-wEiGyjX3cmZ59yFd83w,5
Ie4CemwheZJ4wJGs7UuIpw,5
uTLjpKKnDNJBMLa86aA1pg,5
bk3u2UQoo516mPz9e1_vqw,5
2-SB-GoaYiCEUTBfCTm3qA,5
sPqjLCdriuPyK1Ln-qBtLQ,5
TTgCngKbwY7lZUHYQHoOQg,5
E9Z53oomVjeh6hzfYwva3A,5
AUGZKaQ0S0Ff0kT-V9fNbw,5
ajRkfLE33OIwKj-LUFULQg,5
XfFl6kWwvKEu5gqK70D9Ww,5
zn354__2CEzO5Yn9NgpMDQ,5
oNos27QR8hkBb4z-IK6uTA,5
o5h5cnlPtmAc5rJTAZmV9g,5
LObAexsCZ9mgh_xLPK2S2w,5
GJkLA1CII3JPaGvzgVRsgQ,5
wd-7MEBIsOLVnYaw9BOy1w,5
v_WoA8G1vWwx7LgTy_u3LA,5
VEUo8zKOTQ-2D4mYMbo37A,5
fgCDIVM8-PLgJuhxePt2MQ,5
WDtk2TM2bH9IpOFkjzOjtg,5
x6a4OLDfZTODxV8Z9XUYfA,5
H6VIBm2UHwlu3FE8zPsgoA,5
MtVT0V9unGXHMnnTL-ZXQQ,5
dOfLfpa8BCq0R3x9c-bC6Q,5
XJK4_FIg5kegPYVBPvYEXA,5
HpSniCGA1LEWzXaWGb4vfw,5
JwBTq6IOFH97b9Hr6RT7pw,5
IcINvdEf2xAXsCI4Kc_SJA,5
2IHNqfPP6RFZTOqYrs4How,5
JTiBJYijbDU5qww_Z91zPQ,5
oBJASI-1VDAutEvk9c23bw,5
FZz7190Kn_o1AdV0QuwTRQ,5
ydGYAh4B3sAlJaAKMlA88A,5
VY3L7qERSY6Ekry-DGlJ2g,5
wSQVrci13n1Wl5C5l84JfQ,5
AcMwma_tRlmAp2BTDjZ3Kg,5
9hnRANI_kqogRvzzk81xcA,5
tEVzJsTb8RjTDsWYzTSHQw,5
9SV2mz4raB8DOt8RSuAOFA,5
8JE3T1cw204XCYWWizR22w,5
UQaQqPVGqTYx22YcXTe4yQ,5
c4hi6vgvWB9EOwCV-Fya7w,5
FlXKp_asRpdyKQJ-ihOO3g,5
lh9kVxJDQkZ978mKcgJ2Ug,5
UXqjaZXdAMGOV4ynzPC8fw,5
Yl4Am6NhqWo_YMmo1SyU5A,5
VUK3TEdtbyNRegrzKXIsSg,5
au9w-MaKsLpCSys2wHc6zA,5
1DXmpiD6U5qid4ppPsv44w,5
QjV4v7q_pt7tt3K1US7IHg,5
l0T2OeyY8h7nGElYDTNflQ,5
P0BB_HeVN-M8D31yty1LXw,5
zyrBKxaJD7Gj1VyYALdvZQ,5
yWSz17UUBD_yaY0T23mo_w,5
4gOe_7xwSiRfh9SWruiSLQ,5
ZV-u4dPOQeWMogarv0390Q,5
rDImU39At-MwLFzToGz3aw,5
erXnq3jNfA9QUjfsbEUAbA,5
30GR79FSeWClYfPvRtFeRA,5
Ja32vcBD5CT_dsLwLVCV4w,5
uhvlmT8DSb3jPpIy9zJ2lA,5
ud_HS1sBJ1XgOOxqHukkww,5
pDhdRrcb6_7FXv4krhsTJA,5
V1pEXtJgaczutwK7YLzrHA,5
CJzVNnmSG-f8zVCBJDam8g,5
nOfAXsjKrAPZndeoymGzBA,5
h1fiDRK1YluOacEJFuZCdg,5
I8u_S3ulOiifLyIDx_12oQ,5
aegucLbgtvBtwJLsmr0QVQ,5
8N67RSzU7rQNAtkhmhZn2g,5
F4Wx26D1eqnTFyMDwk6Mxw,5
Dd_FDQPmNYWjj2NweX-3jA,5
2d4VGPk5XM7T51PQaeiTBw,5
SWupCy8Fssm_GibWkgWXwA,5
j0kUncE-zdtML4SocVidpA,5
gnEkcz8Ky77YyNQjN43E5g,5
6fvjCk1POkLyeVsm-UPqtw,5
_RWRYJ_-AzqFc_oI2d7Zqw,5
XQqIuRSUwkDKUyPhGRADXA,5
03oF4OXfIpz4nhUn6-x8ZA,5
7J5jU9Gb2EbKiGhEo24mbA,5
zg9szTOwPaKIaL4A-qaDrA,5
_5pcT_sQEZQ-0Rfc15j-QQ,5
MNenEl9mrrxR_-ZgPmwCyQ,5
FxAnPjRkh-3OY7qdZ7hqFg,5
woVWLiVcJoC-KkUv4WlkGw,5
bTstSA6JTBWto7Z4mlQxRQ,5
lKhaWh23UndZamXpRmpujw,5
Vvx02vD9hAqSgqVaDts7nA,5
-jQ_XYOikTuGQWdxResNfQ,5
6cSSC7ZzsK7XRCqaL0jaZA,5
L4MD197SU2J0VgXJ-sxPBg,5
olHZZjKKjva5-NQLSCtesA,5
cZvHhdp5bDqYFcVfRDER4w,5
DrkmJnSiFr9UzXihCX8Bkg,5
g_VAg9LXIiiV2WMnGQCxOA,5
Zk9xjOsjGRsIuUnQG5kuOQ,5
sCUIr5-PCkg2KmS0ymftkQ,5
R9ZtI-fSkarGx8RqmD-AJg,5
BN3XER1lqg2gw9pD7QAbSg,5
UoKkgWmE9-c3wbWwO4VAVQ,5
dxq7pWuTM6UwAkOZvFnNGQ,5
KddEMQpBwJzz3_kmh8fr7Q,5
F-yO9Upcho8sYeHXlngaXQ,5
VfqENB5K_bb3fg5-frm2dw,5
G_Fb4aCGcHV-OiuAxsM59Q,5
bevOBvVz0ixr6kf1I-0U-Q,5
5N8iDpDtjTbU0F1YD645xA,5
krD7QviFuZC3EbRoyqoipA,5
G5SID6cjPeEUOJAHwdCHIA,5
Xst2Ks5FWnOIGlDDo-p6LQ,5
V6VQlJN73OUrmhQrLOvSWg,5
NN8txED_BZSfM1OiegGIag,5
tkQeiSZqtM6g9ewdKzFs3w,5
ne_V9vDJhIdds_RV_BrYeA,5
cEqDvn5VuX8nQ_vqs6_xog,5
AYxFcX9KADxbxP19Bhwk-Q,5
n-UGG6AP_rrQLihKsb9jGg,5
GLG7Xxbwcahg1DZ0E7WHbQ,5
xkih9uylqUXRQ8rDHRT8fA,5
zOQw8TbvCEtZBBFzkZNwaQ,5
OrdUPhjVHgoZRpkIQVqCAw,5
H02LlxeevnMUEMttUJIxWA,5
dm9UbH8XPAP6735lHRYILA,5
U2htB9qk4hOXCdkccvvW0Q,5
bb5i_BtNb9q0H0QgNBlNaQ,5
O8UdXb2rADOJKS0BaDG_aA,5
CFQy8pmXcEJ-g9Iwf6tG1A,5
f5kgRwWzLWBNofhiLKo8ng,5
WKmrhSyimlaWCE-DstdCbA,5
RUD_xPjz2HxUA2q-xpgiaA,5
UvhjrvVttg5rhxnUWj85Lg,5
he7wi_c8zTrnXcwaoQL0Pg,5
8rhmBYC8fbkXJLq1sYjxgg,5
N-CmxUgeVZAYRJ4GnQPEIg,5
v6V3hGV2AjRenYeQPxxs6g,5
dd_Pd76WwRxnYAmwdR-ycw,5
zWNB3qHG93USgj1BRy4L3Q,5
sdQeFpTj3rcA2GzDuCVo0Q,5
lGw75AaWNUayMJxXD5ahpg,5
NOxVsMc1YihswRKJNphhfA,5
spe0MAnwqqfUVrMnJ-KoJA,5
Dx6iuN354-Qaha8nfiwdJg,5
yts_HztVXAk4DIwlSIs4yg,5
VRWtDdMJU1uNMUsKnKR1Bw,5
P73e-VQGgk0kC5fVTxMOrw,5
f8_kAJqns8gWV6fpOnaSDQ,5
9xGvjgtCudY3w17v9vs1lA,5
y2gcYJkJQEXP6TyJaV2-nw,5
OqSf4sFcpprXltR3HWPuEA,5
ncz7WSdeHl3wXVIJXizmXA,5
soGLEIcXxTmg7vZ-1C58SQ,5
U-5KW0rsgB3D5bhEJiGRLQ,5
i_m9YbF-aroU529TEqcecQ,5
C3VjKRrdayroJn0P6zTV3Q,5
i3KEEmJsMeZIHHF2CNi8DA,5
LuwK6NgUdfgLTQqHp-QlIw,5
KYI2rHE3vTG_z9ddqhp58A,5
0aanTsnErLaW8PtoETCmrw,5
4l2Uu8yVl5vBz8momzxlHg,5
TmTCx5suVJtbYFMqoAZCSw,5
aZud8c8f9NMDNv_VNqFFQw,5
AB2jIdo6JMws22tnhYfFiQ,5
uB9z8S8UievsaE2JKYuWnQ,5
vFhrYudjF7R-4UHgvu7G6g,5
Gfgl-up8xXdAQ-qCLEPNWQ,5
kOs-M9-xgPvAiGjgdS-Fqw,5
KIjJP6D4u3aqRvb7e5w5nQ,5
_-RzqXBIVN5IhBiEJk-Z7Q,5
7YChGLlitDw--OxnQTwK-Q,5
bfVvm2RsdDW8AReCM9ii8A,5
bo_Cgr1fQspOsAh4p6eNpg,5
8U3uzBhpnM0FV-8H698jHQ,5
JgCBzC2JPjDfBmo1CxSLlQ,5
0fyw_g_zUOdlUcWKxrLKVg,5
ct0CNbZUdGU_RDm8V-oLvA,5
4BIvXL8Hz63mS4q5Svf6MQ,5
1NJTnfFfLYnt8-p3iUoGOg,5
Oyll2luYo8tvaUgR-m8UlA,5
U0sokqPeNaDJzbhLZnDPzw,5
tnjLCyqIUmq8hJLE8IvtQg,5
wjSyv45hGsDwBzVskoPPTw,5
vn3fNOsQU3jAHjfFa2bbXg,5
DHPnEz7NaZqcvWhhAV2GNw,5
_ROP8zQ0lxkh4x73srFv4A,5
Bwl4ra2vtdjWf_7GxgVvUg,5
Z5Qwv-qJyIqlmMWdz53M6g,5
WJhr0iwDJ-JWpP-BNuUN2g,5
wlMgtXp8TsK71Hsk5esPmA,5
r9xSEkJVCZ6pL75Abu9Mlw,5
rAnFEGjQOmfRv8E8eSyOfA,5
HX2V_Mv1wZoe9q-YVuYh_A,5
9NGdhURHVcGeiG0-HDmESg,5
b3S9e8p3CScsz3NZgNTdJw,5
Lhr2IPoYZ2tON_1XGXNp1g,5
hBoXl-5Evn7ScoY65u2TwQ,5
LhjmdJXKAPS6TKYVb4FUiA,5
aiuWwVKcDFpDRKTnvrHqgg,5
mgrwbR56MtebeBXNZZ0Rdg,5
p8vM2diSgG6yaHY0belyjA,5
DYwJiOn096jNBlkCHQlJsw,5
scitQshJjLMjRooBsUwYfg,5
znNwWHjB4kBw2EeBKU4gpg,5
Zef2nVhybqlyDZ9dwUeoTA,5
44MOYpyQMa_JzQKb5bdugQ,5
rtBDsr58VgOTwJojll5TyA,5
cMrmgiKUmJ_7g4fxFmUygA,5
1DS3z3E0c4rX61vAxrXJuQ,5
CRVxk_UcndgD2URaeTnHGQ,5
f4Q-8ZQIjb7cXsGzgAkdNw,5
VG3vBjlPrWDkOP_arvIkuw,5
qvci1kimMq0Twno1SPZwUg,5
1Dk165zM3pIkAhefWIEqfw,5
Jrug3oaTi4t_YgWjs4lTBQ,5
poTRFH1mfLElY4pV5pad4g,5
x-xW0MHWmPzP25HTY8GTMA,5
AglSlz_W8jvV22tYyUH9yQ,5
W5e5GVDGE2KSY4KUg7Yicg,5
reGcviYvRsgdvAhf2-7T_w,5
kwoonODRuYSXhhFkCZDiZg,5
CuC13uLfhFqaRy8sKhslRw,5
D01S4m83CscD7S0lUQpC6Q,5
mWBtQ0TjYxC2P7MoI3RU4g,5
7FICOSASztFjZF2TJzYkxw,5
W6M3YGqhDs4M0Hl-mEL08g,5
vqdwBu1ySB8I5XI6npHeHw,5
RIx4NAM2cbhS5gVBdTLZdw,5
aP_1cPI9DflkfaTSSxakAg,5
aYpqGGn1sMm8H6AwhMyYpg,5
SIua_hoHV_pz5uT7S4YAbw,5
XbXCQOrLQi2fjLxgvJBiCQ,5
xmesPOov35ysPjY8ck3tXQ,5
LjNPzSCNfYFfenBgfMLN5A,5
pIi-cA8EMTnCOrUZoPSjLQ,5
o1yxAoVtu8zqIlFauTEpMw,5
Ca1Yu9hwRwJokp8y6BxeTw,5
Z1ircBzTaZL0ljDMwRblMQ,5
qhEYINTYhWWKuhJ2WZ8O2A,5
4HCGZYor29tKP3LjtInuXA,5
kei6KHKxuNF1nlm7akQA-Q,5
fAACT0qzYnDIhuLFEk8FcA,5
aD8TKsx3_Hrpo9LHqy9qeg,5
trS2nMghMuAksrt1f_tqvg,5
D99KiTAe2pSvvQKpMv0haA,5
7oBDnPH-wNlv_mTnvHm0SQ,5
7XC1bvgBkFa425SJf8vIbw,5
J-jTtdjLEEIHZW7X6NVzMQ,5
0XjhjgsSZV9KTifzeIPlbA,5
6Kpgkix8p3PlFCZ3-ia7fg,5
25ZRypSbZUHrPe6PFYQ2sw,5
cK-6xqXho6PdLLuLZsi8gA,5
eGbP6J-NvldlbRsL-U-r1Q,5
NoaeOhk_wLceJqFruhRX1A,5
TJsEqP9CohzEUdsSkwmzzw,5
Dc6M6R0SwrAfST1XzjPWog,5
WzWBfCHurRUGpQuXkMnfow,5
rZ4WHc8fcopYKCGi7ahwzA,5
f-T4G_YBrAdr3-feBbjU1g,5
jcfoDPqbPVfxLpny2QsEpw,5
BNgZCIAQkYAIz2Mc6nKZOQ,5
jLJCO_F5jWVcxm77sXcyGw,5
P0ocXDQY6mHneytJhCDG2g,5
lE9-FQdd_CJXszwT7YD3-Q,5
IYkcmNBwqmVsc5eVbKGq9g,5
xAfYuPC9PYlaV87rvlSWXA,5
Nci-ODPn3JgxosNxRDBNkQ,5
RUoemZWbbCz0gAfAovIJQQ,5
rKmhinfeHb-PoL0mZNBBzA,5
_lwoNL74raFbuMqudxZMew,5
ACzAgvk_MogfyIGBDSR6xQ,5
Nno-n37B-D12kTZNp4IMyA,5
dNm3eWOsvKvSIj6cdC1ZWQ,5
WDlBfuXLtfmFAn1SJY0puA,5
bDZVoHdYqOqE4zw3_-xcqg,5
ewZeX023iPD2grGY3aL4zw,5
0hjCDYXfYSBAeGisFDCobg,5
hVKUY2vqKSYSQq8PcSI38w,5
x7so8csCjxCNU5aoWg6dTg,5
nHQIrmtOIbfHhIBkb1_FvA,5
iHTL6BPlaPK6xvOa5MIKaQ,5
xNWueX3uZjmixQUkY38GzQ,5
5wnGMB8tXhNvGcbhPJeeVw,5
09aZ4Vhravt9E5x-OFchxg,5
6L-skVVrBe03FCzu5C5TDg,5
mFTaYsRDyeFaY2NDLfSaAA,5
NlnlBvQ6ZYyiDIGVmwl-Hw,5
R6G_mnVjK4yZQm_bJeYDCg,5
tYIl7WfEKS2vML15MaEHvw,5
gDNcIV8jjZ6iDXwUeW3qow,5
iRmAnMTiUSqI8mKSV3aJ9w,5
kH7EJSyzgLuluEOzMN5T7Q,5
mlm_kAXC0U06Y-AHhiA6hA,5
CULJob5q-m4Y9NX-AGG_oA,5
OklxXDBntbfM956ZYtD5IA,5
soWMfiE3PI2LzBm9MhZ2WQ,5
DlQM6eVNpNaoAVYwLWSavw,5
GO42uaJri7H5AgZELCpKug,5
Cj5xNxmrWRrqFcwBgIFhXQ,5
6-_DKdYXGfxmUbFGLj2Gtg,5
2NLe7mbq_MpW4jXpV4VRYQ,5
_JMkIE-ci3LEy1cLiIIUkA,5
xgp51ruur0nK3nmsKPMvzw,5
3y8D2L-UXCtj_n9hRd7g1g,5
Ru84ypCh44nFdjT3h9wqJA,5
mtXTk0-IRTS8d0w16ihRPw,5
JWkX9arymcPPMx1RFrhuKw,5
5yDSYtuwSvhCnWle-C6yUw,5
QDzbz1NqQkFd-I4lV9Df_A,5
dOwN9-8QD4xwErNEMU_dMA,5
z23lP3ooMFiPEu-I6hAIag,5
-WSEE7x8E6kLlg7DPIyjeQ,5
LbO_sCToGWQPhtq7c7ZxHA,5
GgnvfRRu0xwV5w4IsvgAGQ,5
jg8DfcobaxdKnWPxJH78TQ,5
kSurME7SjJMWpwHeDE7XZA,5
iJfAoWtETn-F8WjC4g_hgw,5
MIeW_02tEfmwjh4wBQFWRg,5
RcpuPJG1N8qWWABsWl5Oqw,5
3teU19Dk3m-uHdOkvM52vw,5
zsIz7OwTSz3KMAufihoHwQ,5
TI2EOpvaPbDEg1gz3GGqXA,5
HGh9UDRGPwZWVTMMnZAGfA,5
0-sdEXGugXvklP_EWR8V9Q,5
CwpPzFufdnHXxXT3XMJRkw,5
N2xUX7Z7oiHTnGFuJbyuJA,5
4nSnvxK-4lKwZvXDGYK5Uw,5
TbecggQ5Oj_XME8Xbwhpdw,5
XIg2HGszVgHDaP4WXn6aCg,5
RcdTYF4xsThpBYaSY34Vlg,5
jbLXxax0qUbhyEz-fFYx3Q,5
T499RxU-SUTZubDieuJchA,5
VU9rKbmrj_Oh1VLvUI_yZg,5
HNZhONELT14glwQXqaQuag,5
FvwpZnZK4EJM4WRi6Lkw5g,5
7deYtXXd6PIZj5AycpU3gg,5
_FF0hY5tn1lOl5M-qCtw7Q,5
6JqYBhlrlwuMudi4VsLFKA,5
mKxCNYEoKt6d_1rXmvRwww,5
evKNV5cTgWCAvSoxWlRqqQ,5
tZTB58q7MkvlUcTfm8GO8g,5
1KLfFtak6Tx_6yofWH7X5A,5
SKiOsaQavjjOPievCjuNVQ,5
Zkak6zxCokmPYt-BOmE6Fg,5
uFiwPjrpXsF5RngmVHA0cw,5
QmB-1GvevcqPFahmUEJLxg,5
HPK6SQqriyck2QIKz9rDsg,5
zvpLcWGg_TwFTttQ2Fb9-Q,5
NjUjzEvHfyRcKI7VYwLY0Q,5
WhcTbnt5jBuOmJZFfvgINw,5
FbxSLGh4Oe9uYqqhTygJrQ,5
O-tprNSa7f2yhBoqiB3aJw,5
5td9jU7klOD8hi_QiTYwQw,5
Yp4gADdOBb4VYLa-MT-vnA,5
J6KlxnPLbkFJJu35GMiajQ,5
9cvs7Pk44TJ2xLgGY3KdlA,5
Rm6XSkK4IdQ0nuF6jq_Inw,5
VJpi7NlnCPivt9Fu6bZ0UA,5
F4pn2_phnym8B4edRDAghQ,5
i4p70234NgmiieHneqS0xQ,5
lqbhT7Am0c0iHkkitbI6Gg,5
oR3dNk_Nk6StqVhbCeDwjg,5
C9rtsUoarxf0h_zRIpS3ZA,5
zBg40fmmODdTHg_h6mRWiw,5
qskG2Zbyiw9jlo0y04eY1g,5
ok2QGd8JqjgLo7PB3HmrEQ,5
-2b_gje4mdlWNdwUQDJTXA,5
T2Nf8CF-0ei1I_lURYG_cw,5
8gHcxRfNTfhu8BN3alwnQQ,5
ilyxezh19lrV_l2L8x69pQ,5
v87OcbzI4jeSSSm1ZhiBvA,5
UlkUOx_fJ7tmUvyf_tgnlA,5
kfr2Ko_pbUdveMOMFmc-Ug,5
ca84zCcwO52EgYChKTseLw,5
RDI01j2nY0BxWkg2MY20kw,5
HY3Nh3xIR7Yp6Y0F3H_HRQ,5
KYgzzGIigC2F1hvQ038brQ,5
TFFXLf4T-eAwR-2oQlwWVg,5
qGswm4Nmh5-8SRK6rcSBtg,5
R7XM2ai6NaWKsa-reC6A7A,5
HEkEH9suRIrxP-N6adC4jA,5
fj9lY_J6FfnQAPY4-H0EZA,5
W8Tq_kmvLovr0Mujmxwy_w,5
h2L5yg0GYcSXppnFbCt80w,5
45u4y3RgHnw8Yi7aWMwqMg,5
1gzoqSpij5waxV4PVQWvMA,5
qp_XduRqekkc7kkYaN41jw,5
4FzEYIhYeHoo8_EP23enPA,5
RwV7BkuXHK21kPVG8Kahtg,5
LfpN4mXECg0NBTlIUIkTqA,5
pa_Gzri8scoAbGmPvihQxw,5
tPjOfyMMlx8eNULcP6tGbA,5
QQaliaBWVwbLNzMpPU4KZQ,5
AfQKv90ibOOHADwWNF0O4A,5
QIFwnMeTbMSdpqEpluARaA,5
PDJVWnHpgo29loVxUdrkRA,5
qybbYvsz8p98iFMIJBZYyg,5
f5xoHibSUJmUN12O9qZlFA,5
ySPmhp8SsibAX3gUiwPwvA,5
CXLsufdtkXWXdSZWs2dpCQ,5
grHtQmis0xlsj65CnTP1Tg,5
DaUPN1vbJEkkw_su4CbHEA,5
p7ApOQVjRcxX9Zro6ZWINw,5
wDR58F_QeWPY117odNz5lQ,5
tHPlLg-9zWJlDqE-6jcxbw,5
Zyt1XC_OgiBr6CFJmhtUAQ,5
YG8jIJA0TjSG8vT5RU4w2g,5
HZVYziX6lDdu3pnVueTksw,5
hFgQmNtLJ7WOY5_TAJFGtQ,5
ZvEKfGV3S06lqQ1xo_AWiw,5
5qAkoYN8OJd9CQ25ANKKAw,5
mNxll58XfvgtIFlzIZ5PIQ,5
y6KcFTpaBveaC9esJCkv7A,5
lNtE0zBGPTNcjBDFlAna3g,5
i-hkxXeYVIBZ160yNejBOw,5
PqHZG4DnclnnPXtU8UCfgA,5
kZcCjgi2YyTdpZ2NUEQ08A,5
TQaaqBvMzisryjayfX4XWQ,5
eCEqI8eAYVQAHHdC9GRRHA,5
S7nhqiiGTkM81Mnk4fPBwg,5
nPlGFRft9UxIGBgkuFUzkg,5
QVcTOHaNLhgX2f-cotSUdw,5
3YepwykvY1AtaDgn8yN8ZQ,5
SqRS8tgUVzRWV2FgQ0A5PQ,5
hwypX3XG1BHsaKtkkzjfRg,5
vfh8XLPqpr-utquozhjp1A,5
j11_0S8OKbWR0YbPdL-xtg,5
qeA908_X6jdIomAw1K5MwQ,5
nX21rQBIyDqln72bNAYxAA,5
X5O6zIZZV_7KZjcEF3pWkg,5
BMTtMWDR3zcR5T30GFDoXQ,5
tXHlNT_Oyk-bsjboX3cTSg,5
EIgymBz0OUrM_0ya6sYQcw,5
bOYVle2jqcKMRyStIftKjg,5
opiv3hcNNsRDiLXsUbNw-A,5
MXl1tF02TYe_1s_j0jCShA,5
2dVJ7R-3JMmu2v4DJYtBbw,5
syeL5t8_IozOEJtg8Xg2ew,5
vm3-5KXF2AhPQErhZAmodQ,5
4I0C-1XMCU87VlG6Nv_wBQ,5
5dcFcCoUJQCNEyKMFEib8A,5
SzJKJMAfSUCwKWONJV62CQ,5
sbxGGaDINM6e4JRNNfxxpw,5
rxSEoBtQnuG2zMzKzk-yvw,5
jd0VkoMBnaj5e8MaWc5uZw,5
r2nEJ7nnn8zZk_raN7GJjQ,5
U7W1f87JJt1lxEx-O3UHjg,5
GOiDNzpip_q0Z7YpjRf8dQ,5
blUsrDi4-YEW2c4h4R-Cuw,5
tUrh1N3cIQmBf3TyVQ91mg,5
Q3kQYhkYxSRyYyeBgtk--A,5
kLMNVx87vIGMUhRW4lb0nQ,5
oAc7F6Sa_UNkeDSu4nJD0w,5
WVbXR1mMw4-G5pzBGWIFsg,5
at-lQa0iMxpkHtnomaS4ig,5
QMLucWa7ID0PY1dCUcwmdQ,5
OSVKPLCDKsB65RX3jzS9iA,5
erYUQPMqq5vEE2pqQHNLVw,5
o10gySGM0o_sS4wvgjLXOA,5
VWCzEO4rviXZ0Y-1GLDRPw,5
vkz7tyMccBnFyaItRUkCQg,5
ZhSFkJjDeD08F88F84fcOA,5
hFfL3S0wdeFJYrFvPblJmA,5
vej-CJsldyvpUOdb7oKYeA,5
_0xXmhb27rntWnDStLRl0Q,5
xkFCzHvxHCyT91SqUusp3A,5
HBReJapJ33CFOZJmUYB6Wg,5
MuDZTdhx3WhWi-ciLvZ-nQ,5
zahFC_eqMeLAWHI9OeUn-A,5
5p_ElTUbq73aQAqReVPT7w,5
0tRI4mzmTk8sZ83BnwhfcQ,5
LWmKPJeH-6-fRSZwbt64Ag,5
P9OZ5XLVh_ROTpSX4siTMg,5
fvxJutOJelSRkNbMmo6iqg,5
8EM7IdZRgme3dH1OqiCUTw,5
bK-LbX4406hGpBed1YDkKA,5
nFUIp82JyOidvtPhwrSxew,5
SGigkw0zqh4TTXferq3XGA,5
UEFsT8vkq9SZHGurK7aQFg,5
6PshKI1dII8x4EESe5Y-Rg,5
_sFhFW096IaIExTXcI-jkQ,5
ofp9HkkEINmsI_mLfQwHJg,5
_5ky43xqNW9epG2KYJnpUQ,5
MMuedZKd6FF8_C6SL1IaJw,5
cbRRzQyV60C9-dSnJITa6A,5
0OV1nx9jjglD7R-OIxfs9Q,5
TRlZLw9QqROBjg_QrFr2Rw,5
9oAvfXfwbjiYzSiTs1preA,5
GJozF6AoaeQT2X1_lIBwzw,5
KgQkzl7qjMiD0Qh51ppwIw,5
_OTZ4-0joS8b6LK8zp_1Bw,5
N50m8S0vb6sx5JOXQjKNFA,5
KZ3Hzc2qJpH7CxhRqActLg,5
aTbPth73lVRHgTxZQuCGdA,5
GX5I7Gvk9mmF1B-9OoPF_Q,5
el1tEjAy3o1BxI1sssJ7Bg,5
fGRyOyp06v5DsKM3mvPXNw,5
GY816AslnKsOTyXo5rN0Yg,5
IOCMrtCve-4IL9Nop9VZKg,5
WeNgBGsZ9ZOY--KJZmd4dg,5
zimwMAocK3RN5NE1OLpb3w,5
wHtpSkQ_6spYOl-8-ZCZFw,5
sk_UujXMta_6BgsGtMvMIA,5
y8GId04Q7slRzgFYq-Yvkg,5
4w9gqF2-jPHQ6YR8LI8KIA,5
Nm7B1LFm77G0jC31TTJgFw,5
t6KsC3otfr9PUK3d0pSS3g,5
CahfscHb-kujR_S8dHepYA,5
wwHswDU1t8T-8DAuKI3WdQ,5
TA42_FdGAxZsL0QhmRuZHg,5
gmdVArlZfnpy8QovlzV4-w,5
9MrbKnJoipfsJc75JiLh_w,5
EiJ86biCprbhcOxIk4_Fdw,5
DBzyFxLJG3CCEBm3zshfww,5
t1gF_3qcEKkWLVm62JWvvQ,5
z9nSFDfuMI0pud1r4-tFVw,5
lwItZ1Ck3KtpCgG4CPFmpQ,5
omHK3ZBhk_rR7VUTjF-YzA,5
Cc_2c022eBWJGHGRdLzxvg,5
OrBM8eBDV8_K4UJp9O-s7g,5
WM5oG8uHlAnjcSvl-HArrQ,5
1DPAdHRLVsdgjjZMYCkpXQ,5
-I21v9CqHUFOZ0la-lhasA,5
Nh9NL3vsnG0wnqU8vf3Fxg,5
bD9bQPhaD9_yyEGHfzB9TQ,5
LMwidP7zstUZz_u6yRcVFQ,5
roPouz4OlLf35LF6vV3Ebw,5
ABxx7tN1i1MMfFxd7mh6vA,5
IXZyRqbHt07dMgwvIlaeBQ,5
9ZSWS__S3Ck1qHk51XbjPQ,5
ECxP1f44XrtZjZI5z6EU0A,5
