Business_Checkins,Amount
ICEyutM8bbyxqtzLoE-RQQ,3
ICJE_-SCNJAHDtUpK1O0nw,3
ICKBm4PJE7K0LPdEVahbUw,3
lZdQHxfGAn6WfkuIGIR0aA,3
7TGkfLJICQ-N5sn5zzLebg,3
7QI5LCDQSJDEesJhP9qz4g,3
ICRYe8q2yeB6XwkRD-gIxw,3
lZa-BibzF5oR_i6TaFoGYg,3
oLSD2gqZ6_LANC85f1C3Bg,3
w54Lw6fQqJ-WKmTkizL2FQ,3
IDL3Togkxv4y53R-vJdFew,3
IDZKsXif-pczK3ljdLJpuw,3
oLK8hFMLD14-CixzlxADIA,3
ID_eLwzi6_qsgWiMBEDI7g,3
Mm3qwZCCgZAhzXGVxpchqA,3
lSgiAQYYb_n_FyFaDVcxTQ,3
lSj3A1uYOs2tpZgBgqeM2g,3
lOLaXr2emgAmIpsWboyG9g,3
oHjm7L7sLlkmYIG3urmgvg,3
IJw7ws39hc1Vmkv35ztgfA,3
5VQWXDn0LO7ChH0cEdId1A,3
5TmwKvyKKZlw-COxCHSZDg,3
lWwyoH7TqqWVRjQG_vVsnw,3
w2NTT2Gdl6yfhmKW7LyPDA,3
II1ZGMmA0BLGV-EmhPkrEA,3
lVA9b2YoTuqQNIG1nttu-w,3
7Qle6SncIjshiXcyPWvvlQ,3
II7CpZjGyx8aFTu3wJbQNw,3
Mt7WCoJzgb3rQqPie5nP7A,3
7RVrX1Y_X7NXJoFLe7c5dQ,3
lVK-0xAucscydKBAblDz8Q,3
lValAl-BpzEgXDyisFuAFw,3
MseDqRqYCXqZBEhrj4qxNg,3
lVqFU7g26BCNvm4BoiXYgQ,3
lW6ai4Us51C-mFQkgiWpEQ,3
Ms10YLRRNIEHLS7QaF61ig,3
IJFhDl2y8IHf02FxCI2JbQ,3
IJL8A6HdDMjlYCiyMw7gOA,3
5UjINogSwLL6SKRM5mEZng,3
oIae8TER6ooDwaFGUK36RQ,3
lWRWf5DHEhrIgNHHg6MJLg,3
lWnb678xBB-Ghg1k2A8v1g,3
Mt_qCWSwUn6ntlfyxzBltw,3
oJTDq5GFLK5i8s_mFbHxSw,3
7QgkMf1wBmzXHEwz0jOcMQ,3
lTZoJOOhw8HcLGxb2NJgTA,3
My2fwY7NOpu063bPOvE-Ig,3
5SJz8DhhXpxQBoxJiJNtEA,3
Mxwo_vFKUpIOe4pyCd1rGQ,3
5SV2YI6MBSOWaEwB8pBHtQ,3
IFIukzHCMXBz_yUjKxUt8w,3
w38bph7vZB3k1VBYLqh8QQ,3
IFWc4RZzLpixx9ExOtINxg,3
7QdjDfzcFKI2cfMRHFipFw,3
5TB1X4rwyh7theVVbHYjZA,3
oHq807Mx_NjgKiaRadDAcg,3
lT_JPOPJTHb9r-7YbyQfog,3
7S3UL6_hOy8ALx19JEWwbw,3
5TCbzw6TYlBNRgwJ1uZgAw,3
MxCUd8uSZ1rRkJF-C-3tzA,3
5TCwIP_zgrpifx6dwif6Xw,3
w1HeM0paRIZDAY8v1UV1AA,3
w2oChaBW_yzrt_-j0cQ9xQ,3
oJk6AmYqHWPRScvwujouFg,3
Mvis79bfjd8eXiTIyfh7HA,3
IK5UDoW7801AUSn9JfDD7w,3
MubZQPh6oFNauU1-cC8E1Q,3
Mp3qkjanD_Vxg82oAcyr1g,3
lOTJb0QyrjJo-8plQiAl0A,3
5WtxwcDlwn6mn7Jq7PxXeA,3
ld6xnOe4O9An22rdqxjk_w,3
NDHgJsy-4Lb6WhERPXPs0A,3
7VnPntdCSx2bKmcmA1qdKA,3
lGU3dVmbl0wBgSYLo6-B5w,3
ION19SfKcFom9gQ8fPPWqw,3
w8V7I7SHkgazyySxlC_w8w,3
NHMwsUP0l5dMmsqNjVSPEA,3
7PSF_olhn4U6TAbXbxIzsw,3
5YavLzATSd9Y4WKr3P_csw,3
lHY-XsOattpl1xmOHXlbbw,3
NGGE-C1bN5wxvcrUChpxvQ,3
NG9dmSB4cY8psYOstDHCUA,3
I7Wem5soprhYJhM2BhZNEQ,3
INxfzxUbCIL12lnUbP9Gkg,3
5LAbWMJ6cEUgNtxklmYGqA,3
lb-DaCMCaycT1Vr8UmvrqA,3
MhL0URhm6d9TakRkVp76NA,3
lIGTPBWH8JjDMGkOaIHvrA,3
laq9EPhPOWZfh8KS3_5TWw,3
5YDLbL76m1mzbvQbD4p0xw,3
oOmvuVlG34U2weOHqI3-7A,3
lIvcEGN33uY7w_0o_yPpGw,3
oOh-6phzxwq-nJAMT23urA,3
NEFYtaw04esSMDTxh3UPVw,3
oFxVvD5clg7_-jcoDTEDRQ,3
w8eWOFpH6GQGxhsSfVM3ig,3
w8gqWqJzH78UgZZMzkpPGg,3
lG6jRKU10WmCRgBvwHV_7g,3
oEmhWImdn_1kuXBwxD6eCA,3
NMK1NJB5UiN78WorAexqSA,3
7WSkdkYTnofTPEuR7WOpXw,3
lcnVZZeY0AOaK4s68B5Syg,3
uogt8KPrcYxm7dgxm6mUHA,3
I4RP2WUlqoOoIS_NDzeXaQ,3
5ISsvEUPUo0we9Zhb74oxA,3
lDZBVcXFjRztD6CvHfBHkA,3
lckF4UepquRaq9dt33B4xg,3
5Igr7e61WQurAbvNtE4GWQ,3
lccVg98PECC-2mKivDgaVg,3
oQSxA7A81hqERQRtzOthuA,3
oPrGjhmp5I3RAvscl_2wUA,3
7WMz_x6iPld6lo0x4rQ7kQ,3
5ZYb7P155hvJzdNv9oKqGQ,3
I5TmPnVwIbFPBtdSkeiFDA,3
NK2IOi3avdkYp1zNpXGuzQ,3
I5lLczcmQJr9n2E7xVk6gw,3
5ZN-dn9K2NAyx80BQExrNw,3
NJklz8-5L5NVGAkFITHzpQ,3
IOT0nW4LpC3rEtx0g8HH0g,3
NJX80QOf5W5DK2eGxtaUEg,3
NI75QP5q0XAQ_eE535MhSA,3
lJeamSr2wzz447TUgcd-Tg,3
7PvEOYFnEYot2ZmFnNcsHQ,3
oM6bUnGQTqdr8LbAdT-qPg,3
7Q2E0kpdCvDDkcM1dChJnA,3
5NhpKoxwwQ55G-218pVdBQ,3
IAearA2yMTjgSSuhJDKN0A,3
w68Iewx5DhwyCvIA1sNNyg,3
Mk3yEWIvcXrOp3zXIJ_SgA,3
MkIUL4OYYRcESXFSCloUEA,3
l_L68b0RCBKArH-h9kCwOg,3
N6QpoMTyhY9j-rswthMmkA,3
oMoeIGy1J512oY4_rcF3YA,3
ILzA4Fwq61zPI1gPJ4zRrg,3
IB-K0t9GJLBq17SSp6721g,3
5O9z33gSgSpH41l4-z_psQ,3
lNX43xrxv3AwWMbhIhk6cw,3
ur8ROdHUlix521NVxS6efQ,3
MkeTrOpWWt46oNTj2qM6lw,3
Mkg2NAAsS_SWSLRgGbnM_w,3
l_7twkVEUc0yyrgTyHApaA,3
MknwuLhOJ96naxbmm12CPQ,3
N5CQUMPgkPTY0bbMs90tMg,3
5OUAIQin-snqoEwyjcEwcw,3
l_6GNSBPib-15tmHTPmE8g,3
N4Wrrn4Vud-eWc3EDFaL7Q,3
IBCEIpcHd1Tmk4EIlCy7TQ,3
5WuxhkMJmMjCh89IVjd7tA,3
l_u2KGYWvx2LBcRV1G-wyA,3
7UJZQyroV-TvndJabqiXqw,3
uqzlKvcr-t9qylgE7Eeksg,3
NA5SicNd_9YvTm7H1kJ-fw,3
MiYBeRUTheb2j_k3X3tcww,3
NCg9CGRwpjTtM_NopGcPHQ,3
NCYgRmHjSJ-zXdUIaZ7aTA,3
Mi_feSjgmWiH7zbwfSpYEw,3
lKBrjMJJ2oe_fw7IcjoZvw,3
oO1BUhSRwHIrnULwb_XIjQ,3
NBcE54cusSgsEG8wmP9YFw,3
lKwEf8AtC9L9nsYFb1rV8Q,3
NBSXGFv_kwuWm6NqtJamrQ,3
la8nNJ28dWLFwPUypxmqow,3
7UbMRBlTF8ps4Akvr3Burw,3
oNN_Tmvd4mqrvYBr0HTIxQ,3
MigTVpaAnObaYcnf6jfL6g,3
N9tsOVT4aDVmyCBESSBCCQ,3
N9oUAm_wQ0zOd_-SYZT-oQ,3
oNcGaX9EC4bpYeSO0e7kwg,3
w-npA9DykA61vPWq8K0hkQ,3
7UM08II-gaNWCe--ijAHyw,3
N8cOd5n50OmEMF79XUZYcg,3
lMRBJZ5dt0c51GizF5EHig,3
N7pY03UNbV5UzN__UbRQeA,3
oNOcZiGT9rbthvcK5dJUSQ,3
oaieYe0A68uNiN_HTpwWJg,3
5fvs7pOE6amG17SiPovxjw,3
OxBjnRsV08pojKIU4CEVmQ,3
kSDItI57QrqYaYsbc1LhQQ,3
IcINvdEf2xAXsCI4Kc_SJA,3
4oMWWykNrUAukX6N86rs-g,3
HUcYqIFXmw7a7xfXt_zLjw,3
5mfnMh_EMOJinRTUUeAo-Q,3
7k7dVcEBAIe2S1MeXsM9mw,3
wRzr56vTHLkMhuJDKTdvdA,3
O_Eqz3yZjQNc_S7rh7LjhQ,3
OZUeAf-kVB0ml5xmzJb4zw,3
OZKYA7JgLHq7PtRW4ArIOA,3
MEECKTCBECpQjxXdCce56A,3
lv4LvYepg4aVjLcrUrLdOw,3
OYmCQvaAkWQnKHGWqhmloQ,3
4oircZaQyJoK78AgbSSsKA,3
OXzKa2SaV-oi_ZEtjxv10Q,3
MFFX7f44XQCXxwA125NABQ,3
kUq5Rw54InVK6rTx50r3-A,3
OXAPMCnjjx9gvyGSkG0KOg,3
kV1u9p8AEV7ItPlgXVODxA,3
HVnVQorvrkLMlHBm0snPrw,3
MFidfzESn-oER7ve9mTX0g,3
HW-6bpRqQCCYRhKZ2c4sxQ,3
wR8CclqKdPlpbaMJTsylLw,3
kVNgwyg7f5-ZAFJalaLWYw,3
OaHcc6K38XQaStonzKJ3bg,3
vrx-YThMm8N6pLr7YkXINA,3
52uEzE7DDxHeBsxXo2Hv0w,3
Ob_OWgpCturUGZtSXYN-ag,3
MCpNQcgMhieHhQeGYIgWtQ,3
4mJ83I2UlCUfeu94OsHytw,3
kPxt_Sk08WD3xo6WI085-g,3
7lBV3_F1eJJqxmQVvzSjsg,3
kQ16NFhb0zuVRYph170jVg,3
HTKsiCUwf3wXinmdvQezeA,3
Odx1CHHhQICCehpWMg1w4g,3
OdVMko_e-dwJsznR188rFQ,3
HTOGECTmHHrlMYqnU40jIA,3
lw-iJmHvckpdnAWoA40c0g,3
kQj5HQyU-OnazsWSUHW9kA,3
OcfqipElostm3exTM7-4vQ,3
o5pZeoGfflpTd84QE9zygA,3
ufNUHAZSC1Nq85H92vHfNA,3
7khCBprr6H0KGqhNHqziNQ,3
7kWLN9zYsK1bR9xwmTnghA,3
kR0CLIbeYYmtLEI2Qc8CfQ,3
o5pmFg-IxL9Yt_1Yw0bZIA,3
MD5jkfdj06zt8zYp0JDRow,3
Oc7XxUdoi1l4SCV-BLOSTw,3
kRRtI6C-8GmhAfqEeUQBIQ,3
oox3_IU4lJHCyzzbsur5Gg,3
lvthzaG3REtERQKZ5Q7jgA,3
OWa_Mg5MTfpEy4w0NHWsRA,3
MFoGbIewzyfA2MJDOLnjuw,3
HWLkeDBXd7NvNLbc2msdYQ,3
onEWnaUgQ5CDeCWaNpRfvg,3
kYD3PROp03SXo-NvvxsJmw,3
MHwGy86NwwabeAckVroPRw,3
HYOa8ACOECb9S_HcYACgQA,3
7J1YEGKXIYJ2JrIUwU1f9w,3
kY_WrcHesVfJ7U94xzAmBA,3
Iax75hNfR1gNlSL11ukSUg,3
kY_yqHs9LKuuqzS2UAuCdA,3
OSyRjc5SLixdhnvpsqg5MA,3
OSobegGv1SWNfxImzBpbdQ,3
OShX8J6CivYAjmzY--QzHA,3
Ian1GIoMT-523lBRBZpBOw,3
OScbClm8NamH8usTuniz1Q,3
OSVKPLCDKsB65RX3jzS9iA,3
OSFvJokeN68Pl1kQxaxP8w,3
MIv5owcU8RHn8dn7ECmkgg,3
OQyux3i4AV1LwivwaDFmig,3
IabJcYHY_FdlUiWYw1X9eA,3
k_3KZQcs0H1wTAa0Odzhtw,3
MIwurBIs4y8odfF7V4HO6g,3
k_8UkVrfgLiINUqiHOe8Dg,3
k_LQXqHJ2RsDIdaEeakhuA,3
ls_MR74go344ZOa2lYz5bQ,3
wPB5LwEYLA1PhM1hiIkLHg,3
HYNDVNPD1X8vCkRtmru9jA,3
OUFSs_vxzas1EiSxuJOSmg,3
OUIi83aDHH8-ct4FXcOhaA,3
4qauhkc7-u5sI2a2rect9A,3
luNHLUH6ybQS19VO0s0ZYA,3
onAxL1mLxQb4TzZrJ2rYMg,3
wQlXQCNugxezFCxCaKf6rw,3
kVwniF4CXQYB-Y5M6hdOFA,3
kVy1R-pgktdm4YR2XYoQzA,3
wQjhFPMKwN_z85aPEn6V4Q,3
HX3UAADrWMqReSRIrKteOA,3
5m-3r4GdhegZIZf_sWvXJg,3
ugGUy9zT19TkwWH2fireLQ,3
HXDxNyEsGjtn599h5kfT0g,3
MGbbw8v5HplPsIDZw5p2jg,3
kXfOHPlXuubtp3EfJqtGWw,3
Ibf7OyrUN-Nl49MiO0821A,3
IbPvaD6IQguisZNDPne6nQ,3
ugPZYCvxV_5SRqKLMxXcTA,3
omce2ibl3Q8E-quitUjkdg,3
7jCKXwau87h2YJI3fn5bIw,3
OVV01hm4eH5qxCuGbj6NAA,3
OVEtiBYvH1QwzfhySYLKGg,3
Iazu6SFDCGWHchdTTDxbKg,3
kX0mDK4vpUsGpzkZze7uoA,3
OUxAIONe5yhPXTbXg998tQ,3
HTHf1LrWBtJK5tIu0Fikiw,3
7lHSyLOLuW0glxvjcvtBJA,3
uySg1AnanHkxAxQ8vu8UbQ,3
7Gn4xzPcklTC6n2S3m-z_w,3
OtDcqijYOUi15uyCn0O8ow,3
kGIYjw47bm_1t2nTpEavfA,3
OtCeWeuEgUyJyHrC6P-AXA,3
4gkJyBkvCY7dXtQq-bSeMA,3
4h-zP7yhqAbvF5pz4GyTrw,3
OrjsLbRHxHL_84vjV6HJ-Q,3
osqsv6tz8N3s9rfhlQbAFg,3
4hWMo-MnAauu9bitWpkR7A,3
ospVi-g5SrlbgVma0rm-0w,3
M4P97GCeZ1qpDhXoAruQ2w,3
OqMkfVU0JLrqcUdEPFkbEA,3
M4UJSqkzKRxuHitfa9yMaA,3
m0yKzuRvpWUWCD2Mcu29LA,3
7nqVnk4YvbcKMMSaPNvi-g,3
5qIlAcCOQFJHBZeDgwI5Ow,3
7GX2Xe12_SOuPltFOB6TLw,3
HPK6SQqriyck2QIKz9rDsg,3
m-xEGtqqmsRDjp8ceskEDw,3
M6Ex1PPNyrqdbg83MUPEjg,3
M6HLdXfSf9Zpj1y8xxfimg,3
5pbORUUw-JvCzBeS-Efwdg,3
o46yygtcv5vOQShnEnfNpQ,3
HPV9-9iNLuVhUrQKXXvf5A,3
4gXJxKmnGWLGseM7n3rd_Q,3
Ou8vIacRlPAs72hOdBTS_Q,3
m1A8l1ChmbqDlBiqtCWvJg,3
m1t0eWIEaXL_O0jztX43gw,3
5qvg3yfgQ8QL4SkBMFPEHA,3
4e7imilW2nzFkgNjqq0aNQ,3
m1z_laebeBNJ5FBcU1hXEg,3
M2rhg9utuIKW5evIDwt7fw,3
HME8cuiBCX5iWKjkQ92ktA,3
wYGmjkgIFZM6zKzbiqdlPw,3
4eeE-GdsjevR7-lO_Sq4vQ,3
m1u3tppBD6mzkM-pgdsAPQ,3
HMKCRe3lnbBJBq8iRmW1_w,3
Ovd4xMsLqlXpbDhBbWaDtw,3
7oZoeGGVDz9ThG4Pd89Yww,3
M4M1W_FqCxH2csk2I4rrWg,3
kEJ3wuf9nmRhFBBsrHl8wA,3
4fBjqr9QD0EPb5XPMIj2Vg,3
kEh4Wk13q12PEbjiYF9CBQ,3
HMyjNHAidhlPoOP5Yi-ZDw,3
IfTiafVaBhG2_4vV_WKHiA,3
otoRgqqYKyNHRl3EOg3Ung,3
OuCFBbRzZrgRH1TSOz89hg,3
otm8R7rkCtCNM0g0TC55-Q,3
m1DE-V1QWEkQ_vtwB51rzQ,3
o3Ws1ULL84KrLcNLMD89nQ,3
HPZCMZW8ADX1Qgyul4cAcQ,3
HPbl1HItJKF7et4UxKXj_Q,3
MCVIrWS44LlpwbM4fQSJ_Q,3
4iNiaPUA_otZJeSimSJjuA,3
OjmdCezygY9KqwJAvMyCaA,3
ueSUweWOmw-RtPsKoDnXrg,3
HRh-JeWCnn2sjG_HenWG5g,3
HS4HIFXwZsATOf3fi86MoQ,3
oqDGBaOsDaaNW2mlRsuqOw,3
OiRJQYaDqyPR_XAMY-pcvw,3
HS741Ek9wipds4usHKulyA,3
4lbGjPrZk-CYRjiU1c_R4Q,3
vrK8t2-KUdGy8mjKJZkuMg,3
HSHc_97tyXVlwpQ08Bi44g,3
7HxMV4zMzJTq28CgXibfOQ,3
o5SydI9cdQwe7oNSxQOwYQ,3
lx-BYlfmAc2geJROBhMJNg,3
4lwprLC0sYS3isHe3_qqyw,3
Oh5Or6DRzWQqQ29riTtjVA,3
kO2ptkVWnjC7H0bXcxQ7hA,3
Oh4Ff_sfgz4RCZFj2naPxw,3
lwgJwqhU_C9qRq_UpqSMLg,3
kOq4ZJfIBiNnUd4feTEA0w,3
kPJX0W8aFwAWDgCnzZT_pQ,3
5nMqhLRlvNF42XqXODvBng,3
HTAyYUMhs-DkV3HpLEM4pA,3
kPSLYMOOtSvTVbIXX4JF-g,3
lxiciI5LMj1Kj4aTSxubKA,3
HRK3VGuBu9XDr51Uv6y76w,3
OkYmBxtGNmvbOk02XoR6MQ,3
4ie2bSxLFDnSJoGMNszutg,3
M7UGy7Q8n53_liogcTZk1w,3
IeA0_HNiJ8_ssPIMkOnTTA,3
M7d6q4l_kn0KeBo_g9YReg,3
udtsC9qq69a3bKezDxFUhw,3
4iUSgXZZcm5NVR_DUIK6MA,3
kJhoVi1nujLHrysPTQ2bvQ,3
lz2eGtkTzr4hY_9GpgOanA,3
7n1XTvyJW_BbggmMUVI3EQ,3
kJpWfdVBs8wjxir3_vqHMA,3
IdPDTT3mnM31fpBMcEGT9w,3
OnEYit5dEYqZizwCyi4K5Q,3
Okg399DflwMxUGkTbuuXdw,3
4ijvtSMdrgze2USbJQn2Og,3
wVSqxy_kAoztwiu3hygQWw,3
5ogAJdoa2rSgIaWJdTH7LQ,3
kKZUGd0MIJ-sCVCTUAzXAQ,3
OlQ8zHiII7uL2JA63aFFtA,3
5oafueHOyD6U-fspdX2sAQ,3
7HOvGuRS87hCXTa0Eet2Xg,3
kL4MVQ5Caxhof4QrMmIE9g,3
HQzIJPzKFH0djBqyeydk2w,3
o4nDTNgWecT8R5Wpi6Ur9w,3
k_WKAnjkvP4vKHrxWdmB_Q,3
MJ4LjLtqTUhN0-TKHZEJYA,3
wP9Cx-jxLflhv6c1mGIjYA,3
MQvV1QE8Rc4fMNMZsdSIhA,3
5iCWllQ_UNTnKJZjYQhgCQ,3
O6-DpwsSuw0PQhpGQMUhYA,3
5iBuuZe6d1AUPK0cQsBYPg,3
klFTyj_SnycQnVtCCt_mxQ,3
ujb8qPkF76xHq-LBlUBumA,3
HjJxCZNkvBf1vTqYQ-v29A,3
4zk9f2ivc0TrgXw0dqgxow,3
O5R1VDM23S92eOBvAoU0Hg,3
HjjHujyYayu-AV2XRozu0w,3
O5Egs4UMPwgE2t0NOFJUmw,3
O5D20NG2tE8Ge1vooDBW5A,3
klkc94bOywJh6W873qRkaw,3
ujmsiNquFVf4ELcgGw_Otw,3
O59EhQIPUh1YOlGncD-pmw,3
HjpmTi4lYuyC-5QMp7NGjA,3
O58vKVnmDgO1HADiHjg6gQ,3
5-9-1Ejn4Bf5N_RD0ppvzA,3
ujsFpiiGu92nUsjlFc9pew,3
5-9Nkoc6HwsnjzkXS_gO7A,3
MQEM3kZoOj2Z7YjOjiWtlA,3
IX-lvtNeJPyq2REHfZBjGA,3
loH8elZE_ixjTvVug01SMw,3
oe-0vToZLliusFJQrX5Jqw,3
O6_FLB-Bwu3aWJP4b_m-fw,3
HidTb1RASAEoQzJjlzi9iA,3
O7OHQWoi0rYNt2ShRZTKPg,3
MOjcUPDD2XdXMviYM-eV8w,3
kiRbIYVfhe4zK8ztqNuDBQ,3
wLGV2qT1fhtpGYUrkdmapg,3
4ybvOg4EgKtsefw8Lif00A,3
kigoIuH-YgvMGvGuqLpbWw,3
O9Qjhd9TslCYkVUl_NhRtQ,3
O9Pnl66OLl9P7wOxQ0Cv3g,3
O9PQrG4oZao1AnohuW7mHw,3
O91-SXmohStDJxxUChYENQ,3
lpEc1FZtnyOxYvEX9O7GEA,3
ofT9F1IPyg3cRqeJcj04jg,3
ofJd7LGvppV7voSex2sK5Q,3
7daw19QfuB0YSQIFJ9P5XQ,3
O8EeYMO728HMW_LZfRgS_A,3
kjgaUSLf59qNYeus0ZWhpw,3
O7vMyd_Lg2-1DTW8VPFwcQ,3
HhiwNJE0RYS83wUdUavUew,3
IY0h8vq5EUyPyZJJmSHa8w,3
IXyGZtmODsQZ2qfVzsd_eA,3
Hi6woPjgxblo_D-KooGwbw,3
4z6BtXauqoJBKjM8J-MvtQ,3
lozKK5qaaVvrQ3ucFnczvA,3
uxE5yRYR98oPgc0AFCD26Q,3
MQiXtcB-4C-jQiSESjf_2w,3
O2I-PlG-2tjR1eyiGEM4LA,3
ofyiwgUDjEWZVtsNjpNYVQ,3
O1vxEZcL8eAkJD8LzkDUIQ,3
o9o6Doucymlma6aU7e22DA,3
Nx3eWG8AklirQU3y3eoRaA,3
MSDgsMw2d0gP1LWlgq65IQ,3
kqJFht2-rPBgsMaHXpG9-A,3
NwwIQ6CThuQfVWtCGuP68A,3
wHoRDL6iia1Db3N_UaNFjw,3
o9qBM_sIiN8oKgXHm318fA,3
52gZqbialrbkWPyjjvI1Vg,3
52h21s4xeAK3MZw2mG91yg,3
Nw6T0J_fgs0pZJQBs6Sg_Q,3
HozkgcmQY1VYfBeTOreztQ,3
kqztYYLbRz_PkS8SMrkLyw,3
wHihWMBVeNyr36TK5RSrdg,3
krBoKLRcSEu_dwl86t4HNg,3
Nvuesvi9UBTBdm6K-UdnWw,3
krD7QviFuZC3EbRoyqoipA,3
MSDhqxtCTHCsNnjaZKo8Dw,3
52ho35UqwipVyYLETOGIwA,3
HpGX79LxHKQYAUteeHZGrA,3
5gw2HjhoGNbnl3D0Vw63iA,3
lmWdioopJos4HtOs5ZnnkA,3
NuUwsJD3ydcx3tqNvc8hVw,3
lmO5Oek7H-gsXj2HcJa87g,3
kpdGKJimp87LPV-mk1lIrg,3
52-k3xMkpEYgwCbj2EgmBw,3
7chAWF5fbqfyEmLLMoe8Ig,3
515Zulig9zCFH3fdHeSN4g,3
lnt4FdqmHHwlUksTdi6BJw,3
wIqtSoKR8rwTmDCbqKHjJw,3
HkxnnB_mFR07W5j3CW66eQ,3
uk-sMO4ndYc47nYDzNLaxg,3
HlBFkj9TkFvocKn71DMNQw,3
50Wq-iUqCCpMfkhXHCHGsw,3
O0p2TSkDqeQ9OdsGEAA39w,3
O0Z_-utD2haXfe14ezk6Cw,3
wIeSYgXtCJbHNU3dyHgWog,3
O-hPYk4hzEI0t3bUm4Tobw,3
515omCj1cZDIv4U-Ygawdg,3
wIFiBEXMMtMuP9kgxYMQZA,3
HmvmrFzmy02_gPnt5iDsog,3
o9XQbVxcSjaBX6e1F3TFSg,3
o9YYJidTT6UNCSfbAHp2CQ,3
MS8FyE5DUB4DQVr_Uj_4EQ,3
NzxZ1ACkMqJJTilgBSQ8wA,3
ln8xouTQvvEiwJi1m3zj1w,3
517w5KBrfrvtA1ubUktuVA,3
NzXb32XZgD5eUUz7ZZkgxg,3
ukLNWTzi-zojrJZH7mkoYA,3
lmx66dQekwC0FkCCp39xww,3
MOX7i2dQMS_ZrsJhQ6-0QQ,3
kiJC6SGxIYhmtjBHcD89Fw,3
lsOtVkCzM-jG849pqV_8kA,3
keSwrne1clIot-DPtIl01w,3
MJwgxANfy34797UNA7wIlg,3
7Jlk2lr-nkxJfHh8JYFlFw,3
ojLlLwXF87-g8XneX0eHMg,3
IZwF7JkUDAPSZICzPtS9eg,3
7gtSlmw2mG8hz8DyEA7XWg,3
wO2jb_wBmDyh-1sJ4Lg7yg,3
HbE4woza8xPEE4UBnRAyTw,3
uhlWS2Uds5w4ASOOsytTbA,3
4um6rLfv1YM3PGS_F43ivQ,3
MKHegv9tZiJbU0mhN6XWZw,3
OKwgMqARXBoeibD2LkKVsw,3
uhq52fDSK4kd17hgz0HFng,3
4usEM60SzFX2NarAFDbYCA,3
HbnG5lEE5NmwUwKURWQ6-w,3
kd62GjHa0VzN5yp-HhQQBA,3
OKdyIv2iStHXTdIEvoZ6mw,3
OKU0Qxi2zP4wycO_FBfQNg,3
wNj6mfivohSUpwP5AjmLoQ,3
4vNiAW1WHe_cDHfW1nnSQA,3
lrcR9T43HT7188jkAPvz6g,3
7gbyc4dGfl584keIMYSGjw,3
lrYkPL8VhD6tfnrzjEA07Q,3
kduCxeEzaXb350gtg7n7Pw,3
kbv2I-MZvTtiGilDMMnWvQ,3
4uEND5go9zoJyqbuO2xDWg,3
OMschZTxCLU5SjH8uyaCWg,3
OP5ZT-Ult3mC4ofZhaoxXA,3
k_z7FdxZv-pDmloGH4bJ0g,3
ka185dUCLgZ1dlyjyKV4DQ,3
7hal05yd-NDaMX82VyEbBA,3
4t7PVNwxhtnYEGIPam-8sA,3
OQ60UA53avbccSrGYxx9hg,3
okWDJkZ5RA8X-pHohNhM5Q,3
MJD-e8_-6hHV-GX3ac_N0A,3
lsM6KeDyLJqi5X1_sx2Biw,3
Ha-1uP3aHuC0OE8l3c3MKQ,3
kaoDMrIYG6iDU8AhT-G-0g,3
okDYilMUv28OF2kX3iKsdQ,3
7h7LKtSIy6Vac6CmjbK6Pw,3
OP3k3mxr2WBGeG52gozvLg,3
wOq-hNJizpRoGPvKjIPz8A,3
wOgQxSuh5zqfL8b2xVxdsQ,3
7hS_kwlw-qmaU2mPC_QUFg,3
HaNo57IXACThnOtXYtVung,3
kbM8nNDgBFn6fAShMO1KfQ,3
7JHjy3WEc_XW3FmCMELRvg,3
HaYYjs5ztzODdP2KZbtu2A,3
lsITysbbK0FXdJz8RwXxTQ,3
7Jb6fESUOwYtU2rEYu2aEA,3
keCQPqiNUZ5F2ehjxn6CQQ,3
keUyKteBQR9g3wbGd-uCpQ,3
o8VCtspd1IOjNUWPS1pq9A,3
o7g4f57aaUwP6X6iirForA,3
kgLF1Ly0c8fX8qpZ8H6Zog,3
OFKz3tpP2C8-7qPnGb6EbA,3
lqQxSrrlTCBn15Y8_XiChw,3
wMC2ZMGOgzTdiQGtupuduQ,3
o7wLAusGZCd_JOQCAyG4Qw,3
MNVLWshDR0bkCopl7WFoiQ,3
4xYjESNkk4Rygn2Ly-2mqg,3
7eueAyEJDx3xaKy3yJD9uA,3
kgZjJTGNc6WjKVBiSqNUoA,3
IYMvwRM6WR4C0WC1A8em3A,3
MNeuzOqFBGv7yMuwMR1mlg,3
ogmDAwjNbbjLt5Krqez2vw,3
4xms8NaJgu_YFXhvR78w9Q,3
MNfu3Xc7LL4SU8JKKK0KIA,3
lq4bgjDiAYR6i63-ZDiBGg,3
MNhsziJ1nnz4DhFSsE_4ZQ,3
Hg8Q5WBka8xhCaoYKvWreA,3
OCw83s12X0s_jm8nHjff3A,3
ogLB2kRE3DGCZT79mOWEBQ,3
MNp-X5PWRT6WBjyD326MgQ,3
MO0G_eAWZiGPi2aoAn0vEw,3
HgRlRpsuuwkOU1Ivm7vznw,3
o8QBZq8zlNY3pJHKSVExBQ,3
ohJfD44xleKiPRxBb4fOgQ,3
4xFMDiyG7cFqOVuKJpKm2g,3
o7ubPPNYGaPFBwm4aM9JNQ,3
kf2kiLD7HT_Sh3cTTW6wKA,3
ML8LRwVVebZLQhV30p2ktQ,3
